id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
16831,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,a framework for query optimization in distributed statistical databases,"mh sadreddini , da bell , si mcclean","information and software technology ,",1992.0
5422,0,editor 's notes and erratum,,,1994,editor 's notes,sm richardson,"new directions for teaching and learning ,",1999.0
5844,0,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,incremental cluster for mining in a data warehousing environment,"m ester , h kriegel , j sander , m wimmer , x xu","proc . of 24 thintâ ?? l conf . of vldb ,",
15329,0,e-services - guest editorial,,,2001,editorial,"am jell , dn clough","bt technology journal ,",2000.0
15020,0,image mining in iris : integrated retinal information system,"w hsu , m lee , k goh",sigmod conference,2000,interoperating geographic information systems,mf goodchildâ ? ¦,,1999.0
11158,0,editor 's notes,a segev,sigmod record,1994,editors ' notes,"n van note chism , dj bickford","new directions for teaching and learning ,",
10495,0,a new sql-like operator for mining association rules,"r meo , g psaila , s ceri",vldb,1996,fastalgorithmsformining association rules,rar srikant,"proc . of the vldb conference , santiago , chile , september ,",
5518,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,storage and retrieval of xml data using relational databases,"s chaudhuri , k shim","data engineering , 2003 . proceedings . 19th international & hellip ; ,",2003.0
5274,0,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,streaming queries over streaming data,"s chandrasekaran , mj franklin","vldb ,",2002.0
12351,0,probabilistic object bases,"t eiter , j lu , t lukasiewicz , v subrahmanian",acm trans . database syst .,2001,probabilistic optimization of top n queries,"d donjerkovic , r ramakrishnan","vldb ,",1999.0
17082,0,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003,approximate xml joins,"s guha , n koudas , d srivastava , t yu",,
10184,0,ordered shared locks for real-time databases,"d agrawal , a abbadi , r jeffers , l lin",vldb j.,1995,concurrency control for distributed real-time databases,"l sha , r rajkumar","acm sigmod record ,",1988.0
16426,0,query optimization for xml,"j mchugh , j widom",vldb,1999,query optimization in database systems,"m jarke , j koch",,
12348,0,guest editorial : databases and the web,,,2000,guest editorial,"a el abbadi , g schlageter , ky whang","the vldb journal the international journal on very large & hellip ; ,",2001.0
1488,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,a syntax and semantics for set-oriented production rules in relational database systems,j widom,"sigmod record ,",1989.0
8767,0,algorithms for mining association rules for binary segmentations of huge categorical databases,"y morimoto , t fukuda , h matsuzawa , t tokuyama , k yoda",vldb,1998,an efficient hash based algorithm for mining association rules,"js park , ms chen , ps yu","proc . acm sigmod intâ ?? l conf . on management of data ,",
15259,0,"report on the first international conference on ontologies , databases and applications of semantics",,,2003,"shoring up persistent applications , acm sigmod international conference on management of data","mj carey , dj dewitt , mj franklinâ ? ¦","minneapolis , minnesota . may ,",
3194,0,semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"g aslan , d mcleod",vldb j.,1999,semantics and implementation of schema evolution in object-oriented databases,"j barnejee , w kim , hj kim , h korth","sigmod records ,",1987.0
14733,0,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,integrating association rule mining algorithms with relational database systems,"j hipp , u grimmer",,
783,0,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003,approximate frequency counts over data streams,"gs manku , r motwani","vldb ,",2002.0
10306,0,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,approximate query translation across heterogeneous information sources,"cck chang , h garcia-molina",,
12569,0,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995,a system level concurrency control for distributed database systems,"dj rozenkrantz , re stearns , pm lewis","acm trans on database systems ,",
16648,0,concurrency and recovery in generalized search trees,"m kornacker , c mohan , j hellerstein",sigmod conference,1997,concurrency and recovery for index trees . digital equipment corp,"d lomet , b salzberg","tech report crl91/8 ( aug 1991 ) cambridge research lab , cambridge",
5882,0,editor 's notes,l liu,sigmod record,2001,editor 's notes,l sechrest,"new directions for program evaluation ,",1993.0
1798,0,converting relational to object-oriented databases,j fong,sigmod record,1997,acyclic query processing in object-oriented databases .,acms anthology,,
3729,0,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994,challenges for spoken dialog systems,jr glass,,1999.0
2437,0,strudel : a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1997,web-site management with tiramisu,c anderson,,
16733,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,"interactive result visualization and view management in multimedia databases , ''","ks candan , e lemar , vs subrahmanian","& hellip ; to the special issue of the vldb journal on multimedia & hellip ; ,",
12625,0,mining quantitative association rules in large relational tables,"r srikant , r agrawal",sigmod conference,1996,an effective boolean algorithm for mining association rules in large databases,"sy wur , y leu",,
11829,0,temporal database system implementations,m bіhlen,sigmod record,1995,a temporal framework for database specifications,"jmv castilho , ma casanova , al furtado","vldb ,",
4928,0,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng , y liang , l zhang , w ji , z tian",vldb,2001,"olap , relational , and multidimensional database systems",g colliat,"sigmod record ,",1996.0
12511,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,supporting multi-media object management in a relational database management system,lm haas,"technical report . ibm almaden research center ,",
7525,0,on the minimization of xpath queries,"s flesca , f furfaro , e masciari",vldb,2003,minimization of tree pattern queries,"a sihem , c sungran , vs laks","proc . of the sigmod . santa barbara ,",
5901,0,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j chaudhary , g karvelis , s sou",sigmod conference,1994,a study of index structures for main memory database management systems,"tj lehman , mj carey","vldb ,",1986.0
13052,0,incremental maintenance for materialized views over semistructured data,"s abiteboul , j mchugh , m rys , v vassalos , j wiener",vldb,1998,incremental maintenance of xml structural indexes,"k yi , h he , i stanoi , j yang","proceedings of the 2004 acm sigmod international conference & hellip ; ,",2004.0
15256,0,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000,answering queries in relational databases,"ad ` atri , m moscarini , n spyratos","proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0
4099,0,paradise : a database system for gis applications,p team,sigmod conference,1995,sap r/3 ( tutorial ) : a database application system,"a kemper , d kossmann , f matthes","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
261,0,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997,context management in modeling information systems ( is ),"b garner , r raban","information and software technology ,",1999.0
14849,0,disjunctive datalog,"t eiter , g gottlob , h mannila",acm trans . database syst .,1997,expressive power and complexity of disjunctive datalog,"t eiter , g gottlob , h mannila","proceedings of workshop on logic programming with incomplete & hellip ; ,",
7154,0,unisql/x unified relational and object-oriented database system,w kim,sigmod conference,1994,metu object-oriented database system,a dogacâ ? ¦,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
16381,0,open object database management systems,,,1994,acm multimedia '94 conference workshop on multimedia database management systems,pb berra,"sigmod record ,",1995.0
9056,0,temporal database system implementations,m bіhlen,sigmod record,1995,temporal databases,rt snodgrass,,
9257,0,editor 's notes,l liu,sigmod record,2003,editors ' notes,"n van note chism , dj bickford","new directions for teaching and learning ,",
9942,0,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998,"implementation of two semantic query optimization techniques in db2 universal databaseâ '' , atkinson","q cheng , j gryz , f koo , tyc leung , l liu , x qian ,",international conference on very large data bases ( vldbâ ?? 99,
