id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
258,0,guest editor 's introduction,,,2002,guest editors ' introduction,"dc phillips , e callan","international journal of educational research ,",2001.0
259,0,architectures for internal web services deployment,o shmueli,vldb,2001,web services architecture,k mockford,"bt technology journal ,",2004.0
260,0,query execution techniques for caching expensive methods,"j hellerstein , j naughton",sigmod conference,1996,"optimization techniques for queries with expensive methods , association of computing machinery",jm hellerstein,"transactions on database systems ,",
262,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,query processing in the objectstore database system,"ja orenstein , s haradhvala , b margulies , d",,
263,0,xpress : a queriable compression for xml data,"j min , m park , c chung",sigmod conference,2003,xquec : pushing queries to compressed xml data,"a arion , a bonifati","proceedings of the international conference on very large & hellip ; ,",2003.0
266,1,crawling the hidden web,"s raghavan , h garcia-molina",vldb,2001,garcia-molina . h. crawling the hidden web,s raghavan,tenth international world wide web,
267,1,stholes : a multidimensional workload-aware histogram,"n bruno , s chaudhuri , l gravano",sigmod conference,2001,stholes : a multidimensional workload-aware histogram in : proceedings of the 2001 acm sigmod,"n bruno , s chaudhuri , l gravano","santa barbara , may ,",
268,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,"role-based security , object-oriented database & separation of duties","m nyanchama , s osborn","acm sigmod record ,",
269,0,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997,business intelligence : the management information system next step,lc rodrigues,,
271,0,editor 's notes,m franklin,sigmod record,1999,editors ' notes,"n van note chism , dj bickford","new directions for teaching and learning ,",
273,1,views in a large scale xml repository,"s cluet , p veltri , d vodislav",vldb,2001,views in a large scale xml repository - group of 2 & raquo ;,"s cluet , p veltri , d vodislav , b reference","proceedings of the 27th international conference on very & hellip ; ,",2001.0
277,1,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,,,1998,report on the 5th international workshop on knowledge representation meets databases ( krdbâ ?? 98 ),a borgida,"sigmod record ,",1998.0
278,0,visdb : a system for visualizing large databases,"d keim , h kriegel",sigmod conference,1995,sddl : a system for distributed databases,jb rothnieâ ? ¦,"acm trans . database syst ,",
279,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,scalable parallel data mining for association rules,eh hanâ ? ¦,"sigmod conference ,",1997.0
282,1,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,sarawagi ; s. : on the computation of multidimesnional aggregates,"s agarwal , r agrawal , pm deshpande , a gupta , jf","proc . 22nd international conference on very large data bases & hellip ; ,",
283,0,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000,distributed query processing in database systems,"r epstein , m stonebraker , e wong","proc . acm sigmod , austin . tx . june ,",
285,0,the algres testbed of chimera : an active object-oriented database system,"s ceri , p fraternali , s paraboschi , g psaila",sigmod conference,1995,event specification in an active object-oriented database,"nh gehani , hv jagadish , o shmueli",,
286,0,"data-driven , one-to-one web site generation for data-intensive applications","s ceri , p fraternali , s paraboschi",vldb,1999,one-to-one web site generation for data-intensive applications,fp cs,proceedings of the 25th international conference on very,
287,0,querying network directories,"h jagadish , l lakshmanan , t milo , d srivastava , d vista",sigmod conference,1999,querying shapes of histories,"gp rakeshagrawal , el wimmers , m zait","proceedings of the 21st vldb conference ,",
288,1,xml repository and active views demonstration,"s abiteboul , v aguilera , s ailleret , b amann , s cluet , b hills , f hubert , j mamou , a marian , l mignet , t milo , c santos , b tessier , a vercoustre",vldb,1999,xml repository and active views demonstration,"jc mamou , c souza , s abiteboul , v aguilera , s","proceedings of the 25th vldb conference , edinburgh , uk ,",1999.0
293,0,spatial and temporal content-based access to hypervideo databases,"h jiang , a elmagarmid",vldb j.,1998,rule-based spatiotemporal query processing for video databases,"me dã ¶ nderler , ã ? ulusoy , u gã 1/4 dã 1/4 kbay","the vldb journal the international journal on very large & hellip ; ,",2004.0
294,0,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,"tsichritz ~ s , d. zeta : a relational data base management system","b czarnik , sa schuster , d tsichritzis","proc . acm pacific conf ,",
295,0,distributing queries over low-power wireless sensor networks,"s madden , j hellerstein",sigmod conference,2002,coverage in wireless sensor networks,"m cardei , j wu",,
296,0,the infosleuth project,"r jr. , w bohrer , r brice , a cichocki , j fowler , a helal , v kashyap , t ksiezyk , g martin , m nodine , m rashid , m rusinkiewicz , r shea , c unnikrishnan , a unruh , d woelk",sigmod conference,1997,the garlic project,"m tork roth , m arya , lm haas , mj carey , wf cody , r",proc . of acm,
298,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
299,1,workshop report on experiences using object data management in the real-world,,,1998,workshop report on experiences using object data management in the real-world,ab chaudhri,"sigmod record ,",1998.0
300,0,sideway value algebra for object-relational databases,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",vldb,2002,storage and retrieval of xml documents using object-relational databases,"t shimura , m yoshikawa , s uemura",,
303,1,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",sigmod conference,1996,lore : a lightweight object repository for semistructured data .,"acms anthology , p edition",,
304,0,chorochronos : a research network for spatiotemporal database systems,"a frank , s grumbach , r gќting , c jensen , m koubarakis , n lorentzos , y manolopoulos , e nardelli , b pernici , h schek , m scholl , t sellis , b theodoulidis , p widmayer",sigmod record,1999,realms : a foundation for spatial data types in database systems,"rh gueting , m schneider","lecture notes in computer science ,",1993.0
306,0,on supporting containment queries in relational database management systems,"c zhang , j naughton , d dewitt , q luo , g lohman",sigmod conference,2001,efficient recursive xml query processing in relational database systems,"s prakash , ss bhowmick , s madria",,
308,0,the design of an acquisitional query processor for sensor networks,"s madden , m franklin , j hellerstein , w hong",sigmod conference,2003,tinydb : an acquisitional query processing system for sensor networks,"sr madden , mj franklin , jm hellerstein , w hong","acm transactions on database systems ,",2005.0
309,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,stonebraker . m. performance analysis of a relational database system,p hawthorn,proceedings acm,
311,0,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,event specification in an active object-oriented database,"nh gehani , hv jagadish , o shmueli",,
312,0,"lh * - a scalable , distributed data structure","w litwin , m neimat , d schneider",acm trans . database syst .,1996,rs : a high-availability scalable distributed data structure using reed solomon codes,"w litwin , tlh schwarz","res . rep. ceria , u. dauphine ( sept. .",
316,1,processing set expressions over continuous update streams,"s ganguly , m garofalakis , r rastogi",sigmod conference,2003,processing set expressions over continuous update streams,"s ganguly , mn garofalakis , r rastogi","sigmod conference ,",2003.0
318,0,describing semistructured data,l cardelli,sigmod record,2001,semantic integration of semi-structured data,"s lim , y ng",,
320,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,view definition in an object-oriented database,s monk,"information and software technology ,",
322,0,obtaining complete answers from incomplete databases,a levy,vldb,1996,normalizing incomplete databases,l libkin,,
323,1,introduction to constraint databases - book review,,,2002,introduction to constraint databases,b kuijpers,"acm sigmod record ,",2002.0
